example_id                                                                 | status  | run_time        |
./spec/models/bookings/aasm_spec.rb[1:2:4:2]                               | passed  | 0.02006 seconds |
./spec/models/bookings/aasm_spec.rb[1:2:4:3]                               | passed  | 0.0232 seconds  |
./spec/models/bookings/aasm_spec.rb[1:2:4:4]                               | passed  | 0.0256 seconds  |
./spec/models/bookings/aasm_spec.rb[1:2:4:5]                               | passed  | 0.02687 seconds |
./spec/models/bookings/aasm_spec.rb[1:3:1]                                 | passed  | 0.01422 seconds |
./spec/models/bookings/aasm_spec.rb[1:3:2]                                 | passed  | 0.02619 seconds |
./spec/models/bookings/aasm_spec.rb[1:3:3]                                 | passed  | 0.02116 seconds |
./spec/models/bookings/cancellation_spec.rb[1:1]                           | passed  | 0.01831 seconds |
./spec/models/bookings/cancellation_spec.rb[1:2:1:1]                       | passed  | 0.01559 seconds |
./spec/models/bookings/cancellation_spec.rb[1:2:2:1]                       | passed  | 0.01426 seconds |
./spec/models/bookings/cancellation_spec.rb[1:2:3:1]                       | passed  | 0.02153 seconds |
./spec/models/bookings/cancellation_spec.rb[1:2:4:1]                       | passed  | 0.02237 seconds |
./spec/models/bookings/cancellation_spec.rb[1:2:5:1]                       | passed  | 0.0185 seconds  |
./spec/models/bookings/cancellation_spec.rb[1:2:5:2]                       | passed  | 0.04248 seconds |
./spec/models/bookings/cancellation_spec.rb[1:2:5:3]                       | passed  | 0.10611 seconds |
./spec/models/bookings/cancellation_spec.rb[1:2:5:4]                       | passed  | 0.05347 seconds |
./spec/models/bookings/cancellation_spec.rb[1:2:5:5]                       | passed  | 0.0425 seconds  |
./spec/models/bookings/cancellation_spec.rb[1:2:5:6]                       | passed  | 0.04475 seconds |
./spec/models/bookings/cancellation_spec.rb[1:3:1]                         | passed  | 0.01825 seconds |
./spec/models/bookings/cancellation_spec.rb[1:3:2]                         | passed  | 0.01712 seconds |
./spec/models/bookings/cancellation_spec.rb[1:3:3]                         | passed  | 0.01702 seconds |
./spec/models/bookings/cancellation_spec.rb[1:3:4]                         | passed  | 0.01935 seconds |
./spec/models/bookings/confirmation_spec.rb[1:1]                           | pending | 0.00001 seconds |
./spec/models/bookings/transition_spec.rb[1:1]                             | pending | 0.00001 seconds |
./spec/models/contact_number_spec.rb[1:1]                                  | passed  | 0.00805 seconds |
./spec/models/event_admin_spec.rb[1:1]                                     | pending | 0.00001 seconds |
./spec/models/event_entry_spec.rb[1:1]                                     | passed  | 0.00572 seconds |
./spec/models/event_entry_spec.rb[1:2]                                     | passed  | 0.00532 seconds |
./spec/models/event_entry_spec.rb[1:3]                                     | passed  | 0.01703 seconds |
./spec/models/event_entry_spec.rb[1:4:1]                                   | passed  | 0.03061 seconds |
./spec/models/event_has_space_spec.rb[1:1]                                 | passed  | 0.00661 seconds |
./spec/models/event_has_space_spec.rb[1:2]                                 | passed  | 0.00934 seconds |
./spec/models/event_has_space_spec.rb[1:3]                                 | passed  | 0.00839 seconds |
./spec/models/event_has_space_spec.rb[1:4]                                 | passed  | 0.0091 seconds  |
./spec/models/event_has_space_spec.rb[1:5]                                 | passed  | 0.00927 seconds |
./spec/models/event_has_space_spec.rb[1:6]                                 | passed  | 0.00989 seconds |
./spec/models/event_has_space_spec.rb[1:7:1:1]                             | passed  | 0.07305 seconds |
./spec/models/event_has_space_spec.rb[1:7:1:2]                             | passed  | 0.05858 seconds |
./spec/models/event_has_space_spec.rb[1:7:1:3]                             | passed  | 0.06423 seconds |
./spec/models/event_has_space_spec.rb[1:7:1:4]                             | passed  | 0.06901 seconds |
./spec/models/event_has_space_spec.rb[1:7:2:1]                             | failed  | 0.06862 seconds |
./spec/models/event_has_space_spec.rb[1:7:2:2]                             | failed  | 0.07894 seconds |
./spec/models/event_has_space_spec.rb[1:7:3:1:1]                           | passed  | 0.09163 seconds |
./spec/models/event_has_space_spec.rb[1:7:3:1:2]                           | passed  | 0.06727 seconds |
./spec/models/event_has_space_spec.rb[1:7:3:1:3]                           | passed  | 0.07229 seconds |
./spec/models/event_has_space_spec.rb[1:7:3:1:4]                           | passed  | 0.07206 seconds |
./spec/models/event_has_space_spec.rb[1:7:4:1]                             | passed  | 0.06968 seconds |
./spec/models/event_has_space_spec.rb[1:7:4:2]                             | passed  | 0.06837 seconds |
./spec/models/event_spec.rb[1:1]                                           | passed  | 0.00227 seconds |
./spec/models/event_spec.rb[1:2]                                           | passed  | 0.00241 seconds |
./spec/models/event_spec.rb[1:3]                                           | passed  | 0.00183 seconds |
./spec/models/event_spec.rb[1:4]                                           | passed  | 0.00261 seconds |
./spec/models/event_spec.rb[1:5]                                           | passed  | 0.00215 seconds |
./spec/models/event_spec.rb[1:6]                                           | passed  | 0.00264 seconds |
./spec/models/event_spec.rb[1:7]                                           | passed  | 0.00228 seconds |
./spec/models/event_spec.rb[1:8]                                           | passed  | 0.00253 seconds |
./spec/models/event_spec.rb[1:9]                                           | passed  | 0.00197 seconds |
./spec/models/event_spec.rb[1:10]                                          | passed  | 0.00185 seconds |
./spec/models/event_spec.rb[1:11]                                          | passed  | 0.00863 seconds |
./spec/models/event_spec.rb[1:12:1:1]                                      | passed  | 0.00247 seconds |
./spec/models/event_spec.rb[1:12:1:2]                                      | passed  | 0.00236 seconds |
./spec/models/event_spec.rb[1:12:1:3]                                      | passed  | 0.00214 seconds |
./spec/models/event_spec.rb[1:12:1:4]                                      | passed  | 0.00765 seconds |
./spec/models/event_spec.rb[1:12:1:5]                                      | passed  | 0.00314 seconds |
./spec/models/event_spec.rb[1:12:1:6]                                      | passed  | 0.00269 seconds |
./spec/models/event_spec.rb[1:12:2:1]                                      | passed  | 0.01644 seconds |
./spec/models/event_spec.rb[1:12:2:2]                                      | passed  | 0.02717 seconds |
./spec/models/event_spec.rb[1:12:2:3]                                      | passed  | 0.02184 seconds |
./spec/models/event_spec.rb[1:12:2:4]                                      | passed  | 0.02974 seconds |
./spec/models/event_spec.rb[1:12:2:5]                                      | passed  | 0.02026 seconds |
./spec/models/event_spec.rb[1:12:2:6]                                      | passed  | 0.02079 seconds |
./spec/models/event_spec.rb[1:13:1]                                        | passed  | 0.0095 seconds  |
./spec/models/event_spec.rb[1:13:2]                                        | passed  | 0.01838 seconds |
./spec/models/event_spec.rb[1:13:3]                                        | passed  | 0.06148 seconds |
./spec/models/event_spec.rb[1:13:4]                                        | passed  | 0.05037 seconds |
./spec/models/event_spec.rb[1:13:5]                                        | passed  | 0.01674 seconds |
./spec/models/event_spec.rb[1:13:6]                                        | passed  | 0.06773 seconds |
./spec/models/event_spec.rb[1:13:7]                                        | passed  | 0.05951 seconds |
./spec/models/event_spec.rb[1:14:1]                                        | passed  | 0.07991 seconds |
./spec/models/events/aasm_spec.rb[1:1]                                     | passed  | 0.00619 seconds |
./spec/models/events/aasm_spec.rb[1:2]                                     | passed  | 0.00644 seconds |
./spec/models/events/config_data_spec.rb[1:1]                              | pending | 0.00001 seconds |
./spec/models/events/config_spec.rb[1:1:1]                                 | passed  | 0.00168 seconds |
./spec/models/events/config_spec.rb[1:1:2:1]                               | passed  | 0.00135 seconds |
./spec/models/events/config_spec.rb[1:1:2:2]                               | passed  | 0.001 seconds   |
./spec/models/events/config_spec.rb[1:1:2:3]                               | passed  | 0.00125 seconds |
./spec/models/events/config_spec.rb[1:2:1:1]                               | passed  | 0.00111 seconds |
./spec/models/events/config_spec.rb[1:2:1:2]                               | passed  | 0.00142 seconds |
./spec/models/events/config_spec.rb[1:2:1:3]                               | passed  | 0.00114 seconds |
./spec/models/events/config_spec.rb[1:3:1:1]                               | passed  | 0.01291 seconds |
./spec/models/events/config_spec.rb[1:3:1:2]                               | passed  | 0.00613 seconds |
./spec/models/events/config_spec.rb[1:3:1:3]                               | passed  | 0.00523 seconds |
./spec/models/events/config_spec.rb[1:4:1:1]                               | passed  | 0.00105 seconds |
./spec/models/events/config_spec.rb[1:4:1:2]                               | passed  | 0.00091 seconds |
./spec/models/events/config_spec.rb[1:4:1:3]                               | passed  | 0.00094 seconds |
./spec/models/events/config_spec.rb[1:4:2]                                 | passed  | 0.00101 seconds |
./spec/models/events/config_spec.rb[1:4:3]                                 | passed  | 0.00087 seconds |
./spec/models/events/transition_spec.rb[1:1]                               | pending | 0.00001 seconds |
./spec/models/reinstatement_spec.rb[1:1]                                   | pending | 0.00001 seconds |
./spec/models/self_service_booking_spec.rb[1:1]                            | passed  | 0.01051 seconds |
./spec/models/self_service_booking_spec.rb[1:2]                            | passed  | 0.00867 seconds |
./spec/models/self_service_booking_spec.rb[1:3:1]                          | passed  | 0.01005 seconds |
./spec/models/self_service_booking_spec.rb[1:4:1]                          | passed  | 0.00836 seconds |
./spec/models/self_service_booking_spec.rb[1:5:1:1]                        | passed  | 0.01512 seconds |
./spec/models/self_service_booking_spec.rb[1:5:1:2]                        | passed  | 0.03228 seconds |
./spec/models/self_service_booking_spec.rb[1:5:1:3]                        | passed  | 0.03939 seconds |
./spec/models/self_service_booking_spec.rb[1:5:2]                          | passed  | 0.04024 seconds |
./spec/models/self_service_booking_spec.rb[1:6:1:1]                        | passed  | 0.05016 seconds |
./spec/models/self_service_booking_spec.rb[1:6:1:2]                        | passed  | 0.05268 seconds |
./spec/models/self_service_booking_spec.rb[1:6:1:3]                        | passed  | 0.05457 seconds |
./spec/models/self_service_booking_spec.rb[1:7:1:1]                        | passed  | 0.06286 seconds |
./spec/models/self_service_booking_spec.rb[1:7:1:2]                        | passed  | 0.05352 seconds |
./spec/models/self_service_booking_spec.rb[1:7:1:3]                        | passed  | 0.04519 seconds |
./spec/models/self_service_booking_spec.rb[1:8:1:1]                        | passed  | 0.02148 seconds |
./spec/models/self_service_booking_spec.rb[1:8:1:2]                        | passed  | 0.02415 seconds |
./spec/models/self_service_booking_spec.rb[1:8:1:3]                        | passed  | 0.02263 seconds |
./spec/models/self_service_booking_spec.rb[1:9:1:1]                        | passed  | 0.01271 seconds |
./spec/models/self_service_booking_spec.rb[1:9:1:2]                        | passed  | 0.01305 seconds |
./spec/models/self_service_booking_spec.rb[1:9:1:3]                        | passed  | 0.01485 seconds |
./spec/models/user_spec.rb[1:1]                                            | passed  | 0.00097 seconds |
./spec/models/user_spec.rb[1:2]                                            | passed  | 0.00866 seconds |
